geoid,state_code,county_name,dma,boston_celtics,atlanta_hawks,brooklyn_nets,charlotte_hornets,chicago_bulls,cleveland_cavaliers,dallas_mavericks,denver_nuggets,detroit_pistons,golden_state_warriors,houston_rockets,indiana_pacers,la_clippers,los_angeles_lakers,memphis_grizzlies,miami_heat,milwaukee_bucks,minnesota_timberwolves,new_orleans_pelicans,new_york_knicks,oklahoma_city_thunder,orlando_magic,philadelphia_76ers,phoenix_suns,portland_trail_blazers,sacramento_kings,san_antonio_spurs,toronto_raptors,utah_jazz,washington_wizards
5015,AR ,Carroll                     ,Springfield-Holyoke MA,0.5445960411795627,0.0113457508579075,0.0226915017158151,0.0113457508579075,0.018779173833778,0.0125194492225186,0.0250388984450373,0.0250388984450373,0.0123771827540809,0.0433201396392834,0.0123771827540809,0.0061885913770404,0.0063325121067391,0.0126650242134782,0.0126650242134782,0.0569926089606519,0.0242042684968694,0.0060510671242173,0.0060510671242173,0.0242042684968694,0.005984571881094,0.0179537156432822,0.0119691437621881,0.0179537156432822,0.0057325899071532,0.0114651798143065,0.0057325899071532,0.0057325899071532,0.0170186262868613,0.0056728754289537
11001,DC ,District Of Columbia        ,Washington DC (Hagerstown MD),0.0804562391901705,0.025286246602625,0.0298837459849204,0.0160912478380341,0.0338763112379665,0.021172694523729,0.0402281195950852,0.0359935806903394,0.0173959436086855,0.0869797180434276,0.0195704365597712,0.0130469577065141,0.0118317998809074,0.0260299597379963,0.0212972397856333,0.0970207590234409,0.0283963197141778,0.0141981598570889,0.0078878665872716,0.0268187463967235,0.0082098203255276,0.0262714250416883,0.0164196406510552,0.0328392813021104,0.0122729856391785,0.016363980852238,0.0150003157812182,0.0122729856391785,0.0287343711393466,0.1781531010639491
1043,AL ,Cullman                     ,Birmingham AL,0.0966695901561957,0.1000030242995128,0.0233340390032196,0.0166671707165854,0.0396593190384392,0.0198296595192196,0.0520528562379515,0.0396593190384392,0.0165719297410621,0.12981344963832,0.0220959063214161,0.011047953160708,0.0117175260795388,0.041011341278386,0.0644463934374638,0.0790933010368874,0.0281220625908933,0.0158186602073774,0.0175762891193083,0.0175762891193083,0.0070305156477233,0.0246068047670316,0.0123034023835158,0.0351525782386166,0.0115426376305905,0.0144282970382381,0.0115426376305905,0.0100998079267667,0.0203514926644622,0.0101757463322311
17127,IL ,Massac                      ,Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,0.0818927493029564,0.021550723500778,0.0172405788006224,0.0129304341004668,0.079333600887239,0.0153548904943043,0.0435055230671956,0.0358280778200434,0.0237753143137615,0.1162348699783898,0.0211336127233436,0.0211336127233436,0.0111671930867667,0.0409463746514782,0.1861198847794465,0.052113567738245,0.031847180284483,0.0136487915504927,0.0090991943669951,0.0151653239449919,0.0094491633811103,0.0173234661987023,0.0110240239446287,0.0377966535244414,0.0100791076065177,0.0113389960573324,0.0138587729589618,0.008819219155703,0.0213145511884407,0.0089745478688171
22043,LA ,Grant Parish                ,Alexandria LA,0.0646371772443783,0.0203145414196617,0.0240080944050548,0.0129274354488756,0.0346270592380598,0.0161592943110945,0.0761795303237316,0.0392440004698011,0.0155129225386508,0.1266888673989816,0.0413677934364021,0.0103419483591005,0.0133732090850438,0.0490350999784939,0.0267464181700876,0.0690949136060596,0.0242389414666418,0.0134660785925788,0.1535132959553986,0.0134660785925788,0.0070257801352585,0.0196721843787238,0.014051560270517,0.0351289006762926,0.0113398556569084,0.0113398556569084,0.0136078267882901,0.0124738412225993,0.0218625746561868,0.0085549205176383
22039,LA ,Evangeline Parish           ,Lafayette LA,0.0639129229904744,0.0200869186541491,0.0237390856821762,0.0109565010840813,0.0251778181477626,0.0154940419370847,0.0522923915376608,0.0367983496005761,0.0142028717756609,0.1065215383174573,0.0402414700310394,0.0118357264797174,0.0119836730607139,0.0399455768690465,0.0239673461214279,0.0599183653035697,0.0284057435513219,0.0142028717756609,0.2307966663544909,0.0177535897195762,0.0067992471266462,0.0217575908052678,0.0108787954026339,0.0326363862079018,0.0100915141563906,0.014576631559231,0.015697910909941,0.0078489554549705,0.0228941813697221,0.0085853180136458
28017,MS ,Chickasaw                   ,Columbus-Tupelo-West Point MS,0.100345096585173,0.031687925237423,0.0211252834916153,0.0132033021822596,0.0465013862223972,0.0171320896608831,0.0416065034621449,0.0391590620820187,0.0143350137978818,0.1376161324596658,0.0229360220766109,0.0114680110383054,0.0077188535834748,0.0540319750843239,0.1620959252529717,0.0617508286677987,0.0259513180823723,0.0155707908494233,0.0155707908494233,0.0155707908494233,0.0083620913820977,0.0200690193170346,0.0066896731056782,0.0317759472519714,0.0104838160611374,0.0134791920786053,0.0179722561048071,0.0074884400436696,0.0205836095559329,0.0077188535834748
29187,MO ,St. Francois                ,St. Louis MO,0.1021879569378722,0.0242024108537065,0.0242024108537065,0.0161349405691377,0.0759110537252765,0.0204375913875744,0.0467144946001701,0.0467144946001701,0.0198698805156973,0.1163807287347989,0.0198698805156973,0.025546989234468,0.0116786236500425,0.0379555268626382,0.064232430075234,0.0759110537252765,0.042417642502513,0.0231368959104616,0.0115684479552308,0.0134965226144359,0.0113542174375413,0.0246008044480062,0.0094618478646178,0.0416321306043183,0.0123864190227723,0.0154830237784654,0.0154830237784654,0.0092898142670792,0.0302246069816241,0.0115141359929996
29041,MO ,Chariton                    ,Columbia-Jefferson City MO,0.0881919432019499,0.0214520942923662,0.0238356603248513,0.0166849622273959,0.0661439574014624,0.0157485612860624,0.0629942451442499,0.0818925186875249,0.018157164776872,0.1115368693436426,0.0233449261416926,0.018157164776872,0.0151186188346199,0.0302372376692399,0.0478756263096299,0.0705535545615599,0.0514453002011374,0.0220479858004874,0.0073493286001624,0.0146986572003249,0.0172549454090771,0.0287582423484619,0.0095860807828206,0.0479304039141032,0.0101203869248139,0.0216865434103155,0.0159034651675647,0.0086746173641262,0.0241621762197123,0.0084567616768993
29023,MO ,Butler                      ,Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,0.0818927493029564,0.021550723500778,0.0172405788006224,0.0129304341004668,0.079333600887239,0.0153548904943043,0.0435055230671956,0.0358280778200434,0.0237753143137615,0.1162348699783898,0.0211336127233436,0.0211336127233436,0.0111671930867667,0.0409463746514782,0.1861198847794465,0.052113567738245,0.031847180284483,0.0136487915504927,0.0090991943669951,0.0151653239449919,0.0094491633811103,0.0173234661987023,0.0110240239446287,0.0377966535244414,0.0100791076065177,0.0113389960573324,0.0138587729589618,0.008819219155703,0.0213145511884407,0.0089745478688171
17115,IL ,Macon                       ,Champaign & Springfield-Decatur IL,0.0561714897473445,0.0247815395944167,0.0165210263962778,0.0115647184773944,0.2938201002168791,0.0129626514801564,0.0345670706137504,0.0345670706137504,0.0145629788233856,0.0915387240327096,0.0145629788233856,0.0312063831929691,0.0116216875339333,0.0232433750678667,0.0329281146794778,0.0697301252036001,0.037447659831563,0.0200612463383373,0.0080244985353349,0.0120367478030024,0.0063831238349255,0.0217026210387467,0.0140428724368361,0.0293623696406573,0.00871626565045,0.0145271094174166,0.00871626565045,0.00871626565045,0.0267044787323441,0.0092084409421876
18001,IN ,Adams                       ,Ft. Wayne IN,0.0803869592287229,0.021154462954927,0.0169235703639416,0.0126926777729562,0.0696686979982265,0.0482321755372337,0.0375139143067373,0.0321547836914891,0.0482321755372337,0.0964643510744674,0.0120580438843084,0.1647932664188819,0.0103060204139388,0.0309180612418165,0.0247344489934532,0.0597749184008452,0.0450166971680848,0.0128619134765956,0.0064309567382978,0.0160773918457445,0.0108213214346357,0.0231885459313623,0.0092754183725449,0.0309180612418165,0.0086570571477086,0.0148406693960719,0.0123672244967266,0.0074203346980359,0.0279606814708601,0.0081551987623342
19079,IA ,Hamilton                    ,Des Moines-Ames IA,0.0889839994232659,0.0205347690976767,0.0182531280868237,0.0114082050542648,0.0889839994232659,0.0139037499098853,0.0333689997837247,0.0528342496575641,0.0222459998558164,0.0889839994232659,0.0148306665705443,0.032133110902846,0.0086813657973917,0.0325551217402192,0.0195330730441315,0.0672805849297864,0.0889839994232659,0.0806417494773347,0.0083422499459311,0.0111229999279082,0.0088983999423265,0.0213561598615838,0.0124577599192572,0.0462716797000982,0.0113252362902338,0.038829381566516,0.0129431271888386,0.009707345391629,0.0259536664984525,0.0086512221661508
19089,IA ,Howard                      ,Rochester MN-Mason City IA-Austin MN,0.0441719776809052,0.0119383723461906,0.0107445351115715,0.0083568606423334,0.0335097761717212,0.0091390298650148,0.0274170895950446,0.0380792911042286,0.0128241225525208,0.0598459052450974,0.0113992200466852,0.0142490250583565,0.0075723390310123,0.0151446780620246,0.0164067345671933,0.0429099211757365,0.0662579665213578,0.4251552851787129,0.0055214972101131,0.0110429944202263,0.0123270635388572,0.013354318833762,0.0051362764745238,0.0277358929624288,0.0090146893226337,0.0216352543743209,0.009916158254897,0.0054088135935802,0.0169892221849635,0.0067956888739854
19145,IA ,Page                        ,Omaha NE,0.1009406194767201,0.017664608408426,0.017664608408426,0.017664608408426,0.0618668312921833,0.0195368940922684,0.0553545332614271,0.0879160234152078,0.0185943246404484,0.108909615751198,0.021250656731941,0.0159379925489558,0.0123098316435024,0.0320055622731063,0.0221576969583044,0.0787829225184157,0.0412002528476408,0.0391402402052588,0.0082400505695281,0.0164801011390563,0.0118753669972611,0.0237507339945223,0.0098961391643843,0.0514599236547985,0.0119760057006278,0.0239520114012556,0.0239520114012556,0.0102651477433952,0.0294410140140433,0.0098136713380144
21073,KY ,Franklin                    ,Lexington KY,0.1058222017820046,0.0278479478373696,0.0194935634861587,0.0194935634861587,0.0434142366285147,0.0352740672606682,0.0434142366285147,0.0434142366285147,0.0272114233153726,0.0846577614256037,0.0513993551512594,0.0332584062743443,0.008818516815167,0.0323345616556125,0.0323345616556125,0.1146407185971717,0.0297044776931942,0.0167087687024217,0.0092826492791232,0.0241348881257203,0.0103747256649024,0.0311241769947072,0.0145246159308633,0.0456487929255706,0.0128269335493338,0.0176370336303341,0.0144303002430006,0.0096202001620004,0.027925303248029,0.0132277752227505
21029,KY ,Bullitt                     ,Louisville KY,0.0925548160021826,0.0219208774742011,0.0194852244215121,0.0170495713688231,0.0532891364861051,0.0364609881220719,0.0532891364861051,0.0448750623040885,0.0255323630350848,0.0925548160021826,0.0223408176556992,0.0861717252434114,0.0105776932573923,0.037021926400873,0.0317330797721769,0.0925548160021826,0.0325655834081753,0.0171397807411449,0.0085698903705724,0.0205677368893739,0.0088995015386714,0.0231387040005456,0.0106794018464056,0.0427176073856227,0.010449737290569,0.0179138353552611,0.0164210157423227,0.0119425569035074,0.0295102311891017,0.0120723673046325
24027,MD ,Howard                      ,Baltimore MD,0.0830018127595722,0.023714803645592,0.0332007251038288,0.0166003625519144,0.0327638734577258,0.0196583240746355,0.0436851646103011,0.039316648149271,0.0195298382963699,0.1074141106300346,0.0219710680834161,0.0122061489352312,0.0125760322362988,0.0352128902616366,0.0226368580253378,0.0980930514431307,0.0321843763761606,0.0135513163689097,0.0084695727305685,0.0321843763761606,0.0070639840646444,0.0282559362585777,0.0229579482100944,0.0353199203232222,0.0107099113238157,0.0174036059012006,0.0120486502392927,0.0107099113238157,0.0322784827398336,0.1152802954994058
